keep	question_id	topic_sim	orig_type	question	src_gold(참고)	context_head	검수사유
X	natua_yes_no_finance-7212457_k1	0.0506	yes_no	지역 노동시장이 가진 전반적인 특징에 여성 고용률이 영향을 받고 있을까	Yes	(나) 노르웨이 노르웨이의 금융 안정 기능은 재무부와 금융 감독당국, 중앙은행으로 분담되어 있다. 재무부는 노르웨이의 금융산업이 원활하게 그 기능을 수행할 수 있도록 하는 전반적인 책임을 부담한다. 재무부는 금융위기 시 세 기관의 활동을 조정하는 중요한 역할을 한다. 중앙은행과 금융 감독당국의 책임은 중앙은행 법, 금융 감독 법과 금융산업 관련 기타 법령에	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-6794172_k3	0.0505	yes_no	금융 시스템의 인프라와 연관된 안전성에 대한 조언을 영란은행은 재무부 장관을 통해 받고 있지	Yes	(3) 교육감의 임용권 견제 미비 교과부는 교장공모제를 확대 실시하여 교육감에 집중된 교장인사권을 단위학교로 분산하겠다고 발표하였다. 그러나 현제도는 인사권 분산에 있어 5, 6차 시범적용에 비해 큰 차이가 없다. 교육감이 교육청 심사위원회의 구성에 사실상 영향력을 행사할 수도 있다는 점에서 보면, 학운위 심사에서 상위 2인을 선정하여 추천하던 5차 시범적	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7212520_k1	0.0502	yes_no	20대 후반이 경기도에서 십여 년 동안 고용률 증가세를 보인 연령층이야	Yes	노숙인 등의 복지 및 자립지원에 관한 법률 시행규칙 일부개정령(안) 입법예고 1. 개정이유 노숙인자활시설 및 노숙인종합지원센터 이용현황 보고 주기를 숙인재활시설 및 노숙인요양시설 이용현황 보고 주기와 동일하게 반기별 1회로 개선하여 부담을 완화하고자 함. 2. 주요내용 가. 노숙인자활시설 및 노숙인종합지원센터 이용현황 보고 주기를 분기별 1회에서 반기별 1	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7212520_k2	0.0502	yes_no	20대 후반이 경기도에서 십여 년 동안 고용률 증가세를 보인 연령층이야	Yes	노숙인 등의 복지 및 자립지원에 관한 법률 시행규칙 일부개정령(안) 입법예고 1. 개정이유 노숙인자활시설 및 노숙인종합지원센터 이용현황 보고 주기를 숙인재활시설 및 노숙인요양시설 이용현황 보고 주기와 동일하게 반기별 1회로 개선하여 부담을 완화하고자 함. 2. 주요내용 가. 노숙인자활시설 및 노숙인종합지원센터 이용현황 보고 주기를 분기별 1회에서 반기별 1	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7212423_k1	0.05	yes_no	가구주들이 안정적인 고용을 선호하는 현상이 더 크게 나타난 곳은 수도권일까	Yes	□ 시사점 ◦ 우리나라도 싱가포르의 정책 사례를 참고하여 ① 스마트폰 애플리케이션을 활용한 서비스 도입 등 여객운송 산업에서 지금까지 나타난 변화에 대응하고 자율주행자동차의 등장 등 앞으로 다가올 더 큰 변화에 효과적으로 대응할 수 있도록 새로운 여객운송 정책 체계를 마련하고 ② 그 과정에서 정책 당사자의 소통과 협력을 통하여 정책 수립의 효율성 및 신뢰성	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-6794141_k3	0.0498	yes_no	일본은행법에 일본은행이 통화와 금융을 조절하는 것을 목표로 하라는 내용이 명시되어 있어	Yes	(3) 승객과 운전자의 안전 보장 조치 □ 모든 사업자(면허가 불필요한 소규모 사업자 포함)는 해당 차량 운행에 필요한 직업면허를 갖춘 운전자와 보험에 가입하고 차량 검사에 합격한 차량만을 활용하여 직접 차량을 운행하거나 예약을 중개할 수 있으며, 이를 위반하는 사업자에 대해서는 육상교통청이 운전자들에게 그 사업자를 위하여 운전하는 것을 금지할 수 있음 ○	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-6794165_k2	0.0498	yes_no	금융 안정과 물가 안정 사이의 상충관계로 드러난 리스크가 균형 잡을 수 있도록 해결이 됐을까	No	□ 지금까지의 변화에 대응하고 자율주행자동차의 등장이나 교통수단 간 연계 강화 등 앞으로 다가올 더 큰 변화를 받아들일 수 있도록, 제공되는 서비스에 기반하여 규제 체계를 개편한 싱가포르의 사례를 참고하여 새로운 여객운송 정책 체계 마련을 검토해볼 필요성이 있음 ○ 특히 대규모 PHCB사업자에 대하여도 해당 영업면허 취득 위무를 부과하는 등 여객운송 산업에	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-6794150_k1	0.0494	yes_no	중앙은행은 금융 안정 성취를 그 목적으로 두고 있니	Yes	(3) 승객과 운전자의 안전 보장 조치 □ 모든 사업자(면허가 불필요한 소규모 사업자 포함)는 해당 차량 운행에 필요한 직업면허를 갖춘 운전자와 보험에 가입하고 차량 검사에 합격한 차량만을 활용하여 직접 차량을 운행하거나 예약을 중개할 수 있으며, 이를 위반하는 사업자에 대해서는 육상교통청이 운전자들에게 그 사업자를 위하여 운전하는 것을 금지할 수 있음 ○	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-6390527_k1	0.0493	yes_no	심사에서 학교운영위원이 차지하는 비중은 개정된 교장공모제 심사단계에 따라 절반으로 감소했어	Yes	2. 경기도 청년층 고용동향과 문제점 1) 인구추이 및 경제활동참가율 □ 청년층 인구의 비중감소 및 절대감소 단계 진입 ○ 2013년 기준, 경기도의 청년층(15-29세) 인구규모는 2,422명으로 경기도 총인구(12,081명) 대비 20.0%를 차지하고 있으며, 최근 5년간 1.5%가 증가하여 경기도 평균 증가율(7.5%)에 크게 미달하는 수준 – 하지만	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-6390527_k2	0.0493	yes_no	심사에서 학교운영위원이 차지하는 비중은 개정된 교장공모제 심사단계에 따라 절반으로 감소했어	Yes	2. 경기도 청년층 고용동향과 문제점 1) 인구추이 및 경제활동참가율 □ 청년층 인구의 비중감소 및 절대감소 단계 진입 ○ 2013년 기준, 경기도의 청년층(15-29세) 인구규모는 2,422명으로 경기도 총인구(12,081명) 대비 20.0%를 차지하고 있으며, 최근 5년간 1.5%가 증가하여 경기도 평균 증가율(7.5%)에 크게 미달하는 수준 – 하지만	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7212436_k1	0.0493	yes_no	OECD 국가의 참가율에 비해 한국 여성의 경제활동은 큰 차이가 나지	Yes	(3) 교육감의 임용권 견제 미비 교과부는 교장공모제를 확대 실시하여 교육감에 집중된 교장인사권을 단위학교로 분산하겠다고 발표하였다. 그러나 현제도는 인사권 분산에 있어 5, 6차 시범적용에 비해 큰 차이가 없다. 교육감이 교육청 심사위원회의 구성에 사실상 영향력을 행사할 수도 있다는 점에서 보면, 학운위 심사에서 상위 2인을 선정하여 추천하던 5차 시범적	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7212436_k2	0.0493	yes_no	OECD 국가의 참가율에 비해 한국 여성의 경제활동은 큰 차이가 나지	Yes	(3) 교육감의 임용권 견제 미비 교과부는 교장공모제를 확대 실시하여 교육감에 집중된 교장인사권을 단위학교로 분산하겠다고 발표하였다. 그러나 현제도는 인사권 분산에 있어 5, 6차 시범적용에 비해 큰 차이가 없다. 교육감이 교육청 심사위원회의 구성에 사실상 영향력을 행사할 수도 있다는 점에서 보면, 학운위 심사에서 상위 2인을 선정하여 추천하던 5차 시범적	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-6390536_k1	0.0491	yes_no	교장공모제 심사를 위해 당일 바로 선정된 심사위원 중에 일반 학부모는 없지	No	□ 한국은행은 지난 3월 30일부터 약 한달간 일반 국민들과 소통의 폭을 넓혀 나가기 위하여 처음으로 ｢한국은행 스토리텔링｣을 공모하였음     ㅇ 공모내용은 한국은행과 관련한 미담이나 체험담을 600자 내외로 엮은 스토리임 □ 공모 결과 전국 각지에서 총 196명이 응모하였으며, 1차 심사에서 100편의 후보작을 뽑은 후 외부 심사위원이 포함된 2차 심사	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-6794129_k1	0.049	yes_no	금융안정을 이루려는 여타 기관과 협동하는 형태로 규정되어 있는 게 제3유형이야	Yes	(2) 당사자 간 지속적인 소통과 협력을 통한 정책 마련 □ 우리나라에서는 현재 당사자들이 첨예하게 대립하고 있고, 정책 당사자의 참여를 통한 지속적인 소통과 협력이 이루어지지 못해 효과적인 정책의 수립·집행이 제한되고 있음 □ 싱가포르의 경우 새로운 규제 프레임워크를 도입하는 과정에 정책 당사자인 운전자, 택시협회, 승차공유차량협회, 사업자, 일반 국민이	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7019665_k1	0.0489	yes_no	고령자가 특별현금급여 수급을 보장하는 내용을 포함해 노인장기요양보험법을 수정했지	Yes	□ 소규모 사업자 외에 면허를 받아야 하는 사업자는 육상교통청에 통행 및 운전자 관련 자료를 제출하여 야 하며, 육상교통청은 위반행위나 안전사고에 관한 사업자의 보고 의무와 조치 방안 등을 포함한 사업자 준수규범을 마련할 수 있음 □ 육상교통청은 결함이 있거나 위험성이 있는 자동차 모델의 사용을 금지하는 등 필요한 경우 모든 사업자(면허가 불필요한 소규모 	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7019665_k2	0.0489	yes_no	고령자가 특별현금급여 수급을 보장하는 내용을 포함해 노인장기요양보험법을 수정했지	Yes	□ 소규모 사업자 외에 면허를 받아야 하는 사업자는 육상교통청에 통행 및 운전자 관련 자료를 제출하여 야 하며, 육상교통청은 위반행위나 안전사고에 관한 사업자의 보고 의무와 조치 방안 등을 포함한 사업자 준수규범을 마련할 수 있음 □ 육상교통청은 결함이 있거나 위험성이 있는 자동차 모델의 사용을 금지하는 등 필요한 경우 모든 사업자(면허가 불필요한 소규모 	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-6794165_k3	0.0487	yes_no	금융 안정과 물가 안정 사이의 상충관계로 드러난 리스크가 균형 잡을 수 있도록 해결이 됐을까	No	(3) 승객과 운전자의 안전 보장 조치 □ 모든 사업자(면허가 불필요한 소규모 사업자 포함)는 해당 차량 운행에 필요한 직업면허를 갖춘 운전자와 보험에 가입하고 차량 검사에 합격한 차량만을 활용하여 직접 차량을 운행하거나 예약을 중개할 수 있으며, 이를 위반하는 사업자에 대해서는 육상교통청이 운전자들에게 그 사업자를 위하여 운전하는 것을 금지할 수 있음 ○	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-6794171_k3	0.0485	yes_no	영란은행은 금융 시스템의 인프라와 관련된 안전성에 대한 조언을 재무부 장관을 통해 얻고 있지	Yes	(3) 승객과 운전자의 안전 보장 조치 □ 모든 사업자(면허가 불필요한 소규모 사업자 포함)는 해당 차량 운행에 필요한 직업면허를 갖춘 운전자와 보험에 가입하고 차량 검사에 합격한 차량만을 활용하여 직접 차량을 운행하거나 예약을 중개할 수 있으며, 이를 위반하는 사업자에 대해서는 육상교통청이 운전자들에게 그 사업자를 위하여 운전하는 것을 금지할 수 있음 ○	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
O	natua_yes_no_finance-7021843_k3	0.0484	yes_no	근로복지공단이 피보험자격 관리 업무를 담당하도록 고용보험법 시행령이 수정되는 거지	Yes	노인장기요양보험법 시행령 일부개정령(안) 입법예고 1. 개정사유 특별현금급여가 다른 금원과 섞이면서 해당 통장이 압류되는 경우 특별현금급여와 이를 받을 권리가 침해되는 것을 방지해 노인과 그 가족의 생활안정을 도모하려는 것을 목표로 「노인장기요양보험법」이 개정됨(법률 제14321호, 2016.12.2. 개정)에 따라 특별현금급여계좌 신청 방법·절차 및 관리	시행령↔시행령·답 부재
X	natua_yes_no_finance-6795874_k1	0.0484	yes_no	가계가 스스로 소비하기 위한 집안에서의 작업들이 생산의 범위에는 내포되어 있니	No	Ⅳ. 보완방안 1. 금융안정에 대한 측정지표 개발, 금융안정 책임에 관한 유관기관과의 MOU체결 및 금융안정협의기구 구성 추진 (1) 금융안정 측정지표 개발 금융안정을 측정하는 신뢰할 수 있는 측정 지표를 개발함으로써 금융안정을 위한 정책 방향 및 법적 책임을 명확하게 설정할 필요가 있다. 즉 금융 안정 측정지표를 개발하여 목표 인플레이션을 정하고 이를 달	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-6795874_k2	0.0484	yes_no	가계가 스스로 소비하기 위한 집안에서의 작업들이 생산의 범위에는 내포되어 있니	No	Ⅳ. 보완방안 1. 금융안정에 대한 측정지표 개발, 금융안정 책임에 관한 유관기관과의 MOU체결 및 금융안정협의기구 구성 추진 (1) 금융안정 측정지표 개발 금융안정을 측정하는 신뢰할 수 있는 측정 지표를 개발함으로써 금융안정을 위한 정책 방향 및 법적 책임을 명확하게 설정할 필요가 있다. 즉 금융 안정 측정지표를 개발하여 목표 인플레이션을 정하고 이를 달	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7212435_k1	0.0484	yes_no	한국 여성의 경제활동은 OECD 국가의 참가율과 비교했을 때 큰 차이가 있지	Yes	(3) 교육감의 임용권 견제 미비 교과부는 교장공모제를 확대 실시하여 교육감에 집중된 교장인사권을 단위학교로 분산하겠다고 발표하였다. 그러나 현제도는 인사권 분산에 있어 5, 6차 시범적용에 비해 큰 차이가 없다. 교육감이 교육청 심사위원회의 구성에 사실상 영향력을 행사할 수도 있다는 점에서 보면, 학운위 심사에서 상위 2인을 선정하여 추천하던 5차 시범적	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7212435_k2	0.0484	yes_no	한국 여성의 경제활동은 OECD 국가의 참가율과 비교했을 때 큰 차이가 있지	Yes	(3) 교육감의 임용권 견제 미비 교과부는 교장공모제를 확대 실시하여 교육감에 집중된 교장인사권을 단위학교로 분산하겠다고 발표하였다. 그러나 현제도는 인사권 분산에 있어 5, 6차 시범적용에 비해 큰 차이가 없다. 교육감이 교육청 심사위원회의 구성에 사실상 영향력을 행사할 수도 있다는 점에서 보면, 학운위 심사에서 상위 2인을 선정하여 추천하던 5차 시범적	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-6437821_k2	0.0483	yes_no	싱가포르는 PHCB사업 등 새로운 여객운송 변화에 대응하기 위해 2019년 도로교통법을 만들었지	No	「보건복지부와 그 소속기관 직제 시행규칙」일부개정령(안) 입법예고 1. 개정이유 김포공항의 새로운 검역수요에 대응하기 위하여 검역인력 명(8급1)을 증원하여 시간선택제공무원으로 충원토록 하는 한편, 생명윤리 기능과 공공의료 기능간 업무 연계성 강화를 위하여 보건산업정책국 소관이던 생명윤리 기능을 보건의료정책실로 소관을 변경하는 내용으로「보건복지부와 그 소속	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-6437821_k3	0.0483	yes_no	싱가포르는 PHCB사업 등 새로운 여객운송 변화에 대응하기 위해 2019년 도로교통법을 만들었지	No	「보건복지부와 그 소속기관 직제 시행규칙」일부개정령(안) 입법예고 1. 개정이유 김포공항의 새로운 검역수요에 대응하기 위하여 검역인력 명(8급1)을 증원하여 시간선택제공무원으로 충원토록 하는 한편, 생명윤리 기능과 공공의료 기능간 업무 연계성 강화를 위하여 보건산업정책국 소관이던 생명윤리 기능을 보건의료정책실로 소관을 변경하는 내용으로「보건복지부와 그 소속	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-6437829_k1	0.048	yes_no	소규모 사업자는 육상교통청에 통행과 운전자에 대한 정보를 알려야 하는 거지	No	(3) 금융안정협의기구 설치 한국은행 및 기획재정부, 금융위원회가 각각 금융 안정 목표와 정책수단을 분담하고 있는 상황이므로 금융 안정이라는 공동의 목표를 달성하기 위하여 각 기관이 참여하는 금융 안정협의기구를 구성하여 설치할 필요가 있다. 금융 안정협의기구는 각 기관의 금융 안정 관련 정보를 교환하고, 정책을 협의하는 기능을 수행하여야 할 것이다. 금융 	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-6437829_k2	0.048	yes_no	소규모 사업자는 육상교통청에 통행과 운전자에 대한 정보를 알려야 하는 거지	No	(3) 금융안정협의기구 설치 한국은행 및 기획재정부, 금융위원회가 각각 금융 안정 목표와 정책수단을 분담하고 있는 상황이므로 금융 안정이라는 공동의 목표를 달성하기 위하여 각 기관이 참여하는 금융 안정협의기구를 구성하여 설치할 필요가 있다. 금융 안정협의기구는 각 기관의 금융 안정 관련 정보를 교환하고, 정책을 협의하는 기능을 수행하여야 할 것이다. 금융 	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7019664_k2	0.048	yes_no	개정된 노인장기요양보험법에는 노인이 특별현금급여를 받을 수 있게 보장하는 내용이 들어있지	Yes	□ 소규모 사업자 외에 면허를 받아야 하는 사업자는 육상교통청에 통행 및 운전자 관련 자료를 제출하여 야 하며, 육상교통청은 위반행위나 안전사고에 관한 사업자의 보고 의무와 조치 방안 등을 포함한 사업자 준수규범을 마련할 수 있음 □ 육상교통청은 결함이 있거나 위험성이 있는 자동차 모델의 사용을 금지하는 등 필요한 경우 모든 사업자(면허가 불필요한 소규모 	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7019664_k3	0.048	yes_no	개정된 노인장기요양보험법에는 노인이 특별현금급여를 받을 수 있게 보장하는 내용이 들어있지	Yes	□ 소규모 사업자 외에 면허를 받아야 하는 사업자는 육상교통청에 통행 및 운전자 관련 자료를 제출하여 야 하며, 육상교통청은 위반행위나 안전사고에 관한 사업자의 보고 의무와 조치 방안 등을 포함한 사업자 준수규범을 마련할 수 있음 □ 육상교통청은 결함이 있거나 위험성이 있는 자동차 모델의 사용을 금지하는 등 필요한 경우 모든 사업자(면허가 불필요한 소규모 	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7462358_k3	0.048	yes_no	경기도는 출산과 결혼으로 인해 이전 직장을 퇴사한 근로자의 비중이 전국 평균보다 높은 지역이니	Yes	(3) 승객과 운전자의 안전 보장 조치 □ 모든 사업자(면허가 불필요한 소규모 사업자 포함)는 해당 차량 운행에 필요한 직업면허를 갖춘 운전자와 보험에 가입하고 차량 검사에 합격한 차량만을 활용하여 직접 차량을 운행하거나 예약을 중개할 수 있으며, 이를 위반하는 사업자에 대해서는 육상교통청이 운전자들에게 그 사업자를 위하여 운전하는 것을 금지할 수 있음 ○	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7212504_k1	0.048	yes_no	경기도에서 지방으로 이전하는 모습이 전통 제조업에서 나타났지	Yes	□ 시사점 ◦ 우리나라도 싱가포르의 정책 사례를 참고하여 ① 스마트폰 애플리케이션을 활용한 서비스 도입 등 여객운송 산업에서 지금까지 나타난 변화에 대응하고 자율주행자동차의 등장 등 앞으로 다가올 더 큰 변화에 효과적으로 대응할 수 있도록 새로운 여객운송 정책 체계를 마련하고 ② 그 과정에서 정책 당사자의 소통과 협력을 통하여 정책 수립의 효율성 및 신뢰성	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-6477455_k2	0.0479	yes_no	추계방법이나 이용자료의 차이로 국민소득은 통계상으로 볼 때 일치하지 않을 수도 있어	Yes	(3) 교육감의 임용권 견제 미비 교과부는 교장공모제를 확대 실시하여 교육감에 집중된 교장인사권을 단위학교로 분산하겠다고 발표하였다. 그러나 현제도는 인사권 분산에 있어 5, 6차 시범적용에 비해 큰 차이가 없다. 교육감이 교육청 심사위원회의 구성에 사실상 영향력을 행사할 수도 있다는 점에서 보면, 학운위 심사에서 상위 2인을 선정하여 추천하던 5차 시범적	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-6477455_k3	0.0479	yes_no	추계방법이나 이용자료의 차이로 국민소득은 통계상으로 볼 때 일치하지 않을 수도 있어	Yes	(3) 교육감의 임용권 견제 미비 교과부는 교장공모제를 확대 실시하여 교육감에 집중된 교장인사권을 단위학교로 분산하겠다고 발표하였다. 그러나 현제도는 인사권 분산에 있어 5, 6차 시범적용에 비해 큰 차이가 없다. 교육감이 교육청 심사위원회의 구성에 사실상 영향력을 행사할 수도 있다는 점에서 보면, 학운위 심사에서 상위 2인을 선정하여 추천하던 5차 시범적	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7212458_k3	0.0477	yes_no	여성 고용률은 지역 노동시장이 지닌 전체적인 특징으로 인해 영향을 받고 있니	Yes	〈참고 2〉 외국의 금융안정 책임관계 관련 MOU의 주요내용 (가) 영국 ① 영란은행은 금융시스템의 전반적인 안정성 유지에 기여함을 목적으로 하며, 책임의 내용은 다음과 같다. 첫째, 통화정책으로 통화시스템의 안정성을 확보한다. 특히 유동성의 변동에 대처한다. 둘째, 주요 금융 시스템 인프라의 안정성을 감시하고, 이에 대하여 재무부 장관에게 조언하고 자문한	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-6794175_k1	0.0474	yes_no	재무부는 금융위기가 발생했을 때 금융 감독당국과 중앙은행의 역할을 조율하는 업무를 맡고 있어	Yes	□ 소규모 사업자 외에 면허를 받아야 하는 사업자는 육상교통청에 통행 및 운전자 관련 자료를 제출하여 야 하며, 육상교통청은 위반행위나 안전사고에 관한 사업자의 보고 의무와 조치 방안 등을 포함한 사업자 준수규범을 마련할 수 있음 □ 육상교통청은 결함이 있거나 위험성이 있는 자동차 모델의 사용을 금지하는 등 필요한 경우 모든 사업자(면허가 불필요한 소규모 	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-6794175_k2	0.0474	yes_no	재무부는 금융위기가 발생했을 때 금융 감독당국과 중앙은행의 역할을 조율하는 업무를 맡고 있어	Yes	□ 소규모 사업자 외에 면허를 받아야 하는 사업자는 육상교통청에 통행 및 운전자 관련 자료를 제출하여 야 하며, 육상교통청은 위반행위나 안전사고에 관한 사업자의 보고 의무와 조치 방안 등을 포함한 사업자 준수규범을 마련할 수 있음 □ 육상교통청은 결함이 있거나 위험성이 있는 자동차 모델의 사용을 금지하는 등 필요한 경우 모든 사업자(면허가 불필요한 소규모 	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-6795874_k3	0.0473	yes_no	가계가 스스로 소비하기 위한 집안에서의 작업들이 생산의 범위에는 내포되어 있니	No	(3) 금융안정협의기구 설치 한국은행 및 기획재정부, 금융위원회가 각각 금융 안정 목표와 정책수단을 분담하고 있는 상황이므로 금융 안정이라는 공동의 목표를 달성하기 위하여 각 기관이 참여하는 금융 안정협의기구를 구성하여 설치할 필요가 있다. 금융 안정협의기구는 각 기관의 금융 안정 관련 정보를 교환하고, 정책을 협의하는 기능을 수행하여야 할 것이다. 금융 	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7212504_k2	0.0473	yes_no	경기도에서 지방으로 이전하는 모습이 전통 제조업에서 나타났지	Yes	1. 제정 배경과 경과 (1) 제정 배경 □ 싱가포르에서는 지점 간 여객운송(택시+승차공유, point-to-point passenger transport)이 크게 변화하면서 이에 대응하기 위하여 새로운 규제 프레임워크를 도입할 필요성이 제기됨 ○ 과거(2013년 이전)에는 지점 간 여객운송이 28,000여대의 택시만으로 주로 이루어졌고 관련 사업도 택시운	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7212504_k3	0.0473	yes_no	경기도에서 지방으로 이전하는 모습이 전통 제조업에서 나타났지	Yes	1. 제정 배경과 경과 (1) 제정 배경 □ 싱가포르에서는 지점 간 여객운송(택시+승차공유, point-to-point passenger transport)이 크게 변화하면서 이에 대응하기 위하여 새로운 규제 프레임워크를 도입할 필요성이 제기됨 ○ 과거(2013년 이전)에는 지점 간 여객운송이 28,000여대의 택시만으로 주로 이루어졌고 관련 사업도 택시운	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-6390527_k3	0.0471	yes_no	심사에서 학교운영위원이 차지하는 비중은 개정된 교장공모제 심사단계에 따라 절반으로 감소했어	Yes	□ 한국은행은 지난 3월 30일부터 약 한달간 일반 국민들과 소통의 폭을 넓혀 나가기 위하여 처음으로 ｢한국은행 스토리텔링｣을 공모하였음     ㅇ 공모내용은 한국은행과 관련한 미담이나 체험담을 600자 내외로 엮은 스토리임 □ 공모 결과 전국 각지에서 총 196명이 응모하였으며, 1차 심사에서 100편의 후보작을 뽑은 후 외부 심사위원이 포함된 2차 심사	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
O	natua_yes_no_finance-7021991_k1	0.047	yes_no	노숙인자활시설 이용현황에 관한 보고가 매달 1회로 강화되는 쪽으로 노숙인복지법 시행규칙이 바뀌지	No	노인장기요양보험법 시행령 일부개정령(안) 입법예고 1. 개정사유 특별현금급여가 다른 금원과 섞이면서 해당 통장이 압류되는 경우 특별현금급여와 이를 받을 권리가 침해되는 것을 방지해 노인과 그 가족의 생활안정을 도모하려는 것을 목표로 「노인장기요양보험법」이 개정됨(법률 제14321호, 2016.12.2. 개정)에 따라 특별현금급여계좌 신청 방법·절차 및 관리	시행규칙↔시행령·답 부재 (124 중복의 우량판)
X	natua_yes_no_finance-7021991_k2	0.047	yes_no	노숙인자활시설 이용현황에 관한 보고가 매달 1회로 강화되는 쪽으로 노숙인복지법 시행규칙이 바뀌지	No	노인장기요양보험법 시행령 일부개정령(안) 입법예고 1. 개정사유 특별현금급여가 다른 금원과 섞이면서 해당 통장이 압류되는 경우 특별현금급여와 이를 받을 권리가 침해되는 것을 방지해 노인과 그 가족의 생활안정을 도모하려는 것을 목표로 「노인장기요양보험법」이 개정됨(법률 제14321호, 2016.12.2. 개정)에 따라 특별현금급여계좌 신청 방법·절차 및 관리	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7462333_k1	0.0468	yes_no	임금은 삼 개월 정도의 단기간 휴직에 영향을 받을 수 있니	No	Ⅳ. 보완방안 1. 금융안정에 대한 측정지표 개발, 금융안정 책임에 관한 유관기관과의 MOU체결 및 금융안정협의기구 구성 추진 (1) 금융안정 측정지표 개발 금융안정을 측정하는 신뢰할 수 있는 측정 지표를 개발함으로써 금융안정을 위한 정책 방향 및 법적 책임을 명확하게 설정할 필요가 있다. 즉 금융 안정 측정지표를 개발하여 목표 인플레이션을 정하고 이를 달	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7462333_k2	0.0468	yes_no	임금은 삼 개월 정도의 단기간 휴직에 영향을 받을 수 있니	No	Ⅳ. 보완방안 1. 금융안정에 대한 측정지표 개발, 금융안정 책임에 관한 유관기관과의 MOU체결 및 금융안정협의기구 구성 추진 (1) 금융안정 측정지표 개발 금융안정을 측정하는 신뢰할 수 있는 측정 지표를 개발함으로써 금융안정을 위한 정책 방향 및 법적 책임을 명확하게 설정할 필요가 있다. 즉 금융 안정 측정지표를 개발하여 목표 인플레이션을 정하고 이를 달	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
